 Function Name                          Address         Relative Address Ordinal          Filename            Full Path                                Type
   D3DKMTCloseAdapter                   0x7dadeb88      0x0002eb88       1103 (0x44f)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTConfigureSharedResource        0x7dade9c8      0x0002e9c8       1104 (0x450)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCreateAllocation               0x7dade915      0x0002e915       1106 (0x452)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCreateAllocation2              0x7dade8f5      0x0002e8f5       1105 (0x451)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCreateContext                  0x7dadea28      0x0002ea28       1107 (0x453)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCreateDCFromMemory             0x7db0616d      0x0005616d       1108 (0x454)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCreateDevice                   0x7dadea48      0x0002ea48       1109 (0x455)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCreateKeyedMutex               0x7db0618d      0x0005618d       1110 (0x456)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCreateOverlay                  0x7db061ad      0x000561ad       1111 (0x457)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCreateSynchronizationObject    0x7dadee1d      0x0002ee1d       1113 (0x459)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTCreateSynchronizationObject2   0x7dadee8a      0x0002ee8a       1112 (0x458)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTDestroyAllocation              0x7dade82e      0x0002e82e       1114 (0x45a)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTDestroyContext                 0x7dadeb48      0x0002eb48       1115 (0x45b)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTDestroyDCFromMemory            0x7db061cd      0x000561cd       1116 (0x45c)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTDestroyDevice                  0x7dadeb68      0x0002eb68       1117 (0x45d)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTDestroyKeyedMutex              0x7db061ed      0x000561ed       1118 (0x45e)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTDestroyOverlay                 0x7db0620d      0x0005620d       1119 (0x45f)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTDestroySynchronizationObject   0x7dadebc8      0x0002ebc8       1120 (0x460)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTEscape                         0x7dade6ff      0x0002e6ff       1121 (0x461)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTFlipOverlay                    0x7db0622d      0x0005622d       1122 (0x462)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTGetContextSchedulingPriority   0x7db0624d      0x0005624d       1123 (0x463)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTGetDeviceState                 0x7dade750      0x0002e750       1124 (0x464)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTGetDisplayModeList             0x7dade86e      0x0002e86e       1125 (0x465)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTGetMultisampleMethodList       0x7db0626d      0x0005626d       1126 (0x466)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTGetOverlayState                0x7db0628d      0x0005628d       1127 (0x467)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTGetPresentHistory              0x7db062ad      0x000562ad       1128 (0x468)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTGetPresentQueueEvent           0x7db062cd      0x000562cd       1129 (0x469)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTGetProcessSchedulingPriorit... 0x7db062ed      0x000562ed       1130 (0x46a)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTGetRuntimeData                 0x7db0630d      0x0005630d       1131 (0x46b)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTGetScanLine                    0x7dade7ee      0x0002e7ee       1132 (0x46c)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTGetSharedPrimaryHandle         0x7db0632d      0x0005632d       1133 (0x46d)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTInvalidateActiveVidPn          0x7db0634d      0x0005634d       1134 (0x46e)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTLock                           0x7dade790      0x0002e790       1135 (0x46f)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTOpenAdapterFromDeviceNa...     0x7db0636d      0x0005636d       1136 (0x470)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTOpenAdapterFromGdiDispla...    0x7daeb014      0x0003b014       1137 (0x471)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTOpenAdapterFromHdc             0x7dadea08      0x0002ea08       1138 (0x472)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTOpenKeyedMutex                 0x7db0638d      0x0005638d       1139 (0x473)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTOpenResource                   0x7daeb102      0x0003b102       1141 (0x475)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTOpenResource2                  0x7db063ad      0x000563ad       1140 (0x474)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTOpenSynchronizationObject      0x7db063cd      0x000563cd       1142 (0x476)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTPollDisplayChildren            0x7db063ed      0x000563ed       1143 (0x477)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTPresent                        0x7dade80e      0x0002e80e       1144 (0x478)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTQueryAdapterInfo               0x7dade84e      0x0002e84e       1145 (0x479)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTQueryAllocationResidency       0x7db0640d      0x0005640d       1146 (0x47a)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTQueryResourceInfo              0x7db0642d      0x0005642d       1147 (0x47b)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTQueryStatistics                0x7db0644d      0x0005644d       1148 (0x47c)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTReleaseKeyedMutex              0x7db0646d      0x0005646d       1149 (0x47d)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   D3DKMTReleaseProcessVidPnSource...   0x7db0648d      0x0005648d       1150 (0x47e)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

